Product_ID,Transaction_ID,Purchase_Freq,Avg_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Customer_Age_Days,High_Value_Customer
PROD_OTBJRB,TRANS_2383NK,17,195.6,Clothing,30,europe,0.57,5620.82,2022-04-24,2023-11-26,Spring,Evening,Discount,1430,1
PROD_Q7PRZC,TRANS_MJYI40,2,98.67,Electronics,63,asia,0.4,3697.1,2021-03-06,2023-09-08,Fall,Evening,Loyalty Program,1844,0
PROD_7DL0G1,TRANS_D51HL2,10,125.4,Sports,28,north america,0.75,1118.93,2021-01-30,2023-06-05,Fall,Afternoon,Loyalty Program,1879,0
PROD_VJILB6,TRANS_LF62KS,13,116.22,Electronics,41,south america,0.81,2595.5,2022-02-19,2023-08-27,Spring,Evening,Discount,1494,0
PROD_9C6CPM,TRANS_N1DQCZ,13,55.69,Electronics,41,south america,0.81,4675.62,2022-11-05,2023-02-07,Spring,Morning,Loyalty Program,1235,0
PROD_RO5Q7X,TRANS_NNEF0O,6,75.91,Home,50,europe,0.89,3691.2,2021-05-09,2023-12-28,Summer,Morning,Discount,1780,0
PROD_XI34WP,TRANS_UYA98Z,16,163.39,Sports,11,north america,0.55,4936.49,2020-06-27,2023-11-29,Summer,Morning,Email Campaign,2096,0
PROD_33525U,TRANS_INVVO4,7,66.84,Sports,20,asia,0.73,735.23,2021-08-31,2023-05-04,Spring,Morning,Loyalty Program,1666,0
PROD_8MOLM6,TRANS_2GACAC,16,76.88,Clothing,86,south america,0.15,7155.0,2020-09-19,2023-01-23,Summer,Evening,Discount,2012,1
PROD_FT2F1W,TRANS_FZ90GS,2,39.93,Electronics,55,north america,0.95,5953.76,2022-10-24,2023-02-08,Winter,Morning,Loyalty Program,1247,1
PROD_VFQBDA,TRANS_GOA7EU,18,196.06,Clothing,59,north america,0.59,3344.58,2022-07-30,2023-03-25,Fall,Afternoon,Discount,1333,0
PROD_OVNGE9,TRANS_3U1M9U,4,123.96,Home,34,north america,0.15,1282.78,2022-06-06,2023-05-16,Spring,Afternoon,Loyalty Program,1387,0
PROD_DQ9GYZ,TRANS_XZ0XD9,2,117.08,Home,5,asia,0.71,5340.97,2021-08-29,2023-02-12,Spring,Evening,Loyalty Program,1668,1
PROD_M96O2H,TRANS_VMKFF3,16,20.74,Electronics,54,asia,0.41,7772.63,2022-02-23,2023-07-26,Summer,Morning,Email Campaign,1490,1
PROD_CO06RI,TRANS_OYWSYT,12,30.94,Clothing,51,europe,0.09,9773.17,2020-03-30,2023-07-16,Summer,Evening,Loyalty Program,2185,1
PROD_YX9I71,TRANS_JSLYUT,6,27.51,Electronics,81,south america,0.78,3742.06,2021-12-03,2023-07-06,Winter,Morning,Email Campaign,1572,0
PROD_IJLCMC,TRANS_UOQI5F,2,188.18,Clothing,60,asia,0.09,5273.93,2021-06-27,2023-08-01,Fall,Evening,Loyalty Program,1731,1
PROD_RQPVLO,TRANS_EM4A4Q,19,71.9,Home,86,north america,0.61,6412.85,2021-05-09,2023-03-16,Summer,Evening,Email Campaign,1780,1
PROD_BPM8UY,TRANS_XGDJYY,16,62.29,Clothing,15,europe,0.58,9690.78,2020-01-25,2023-10-27,Spring,Afternoon,Discount,2250,1
PROD_T1HPIX,TRANS_KXH4CN,8,59.19,Sports,61,north america,0.63,7614.59,2022-07-02,2023-05-07,Summer,Evening,Discount,1361,1
PROD_E4RYM9,TRANS_XI1ECO,17,156.07,Home,46,asia,0.09,2467.72,2020-06-10,2023-08-24,Spring,Morning,Discount,2113,0
PROD_SLBTNE,TRANS_CC9VN6,12,143.19,Clothing,49,europe,0.52,2225.96,2022-01-29,2023-06-11,Summer,Afternoon,Loyalty Program,1515,0
PROD_ASCD8D,TRANS_QCCHTI,5,151.93,Electronics,73,asia,0.86,6378.56,2022-09-20,2023-07-28,Spring,Evening,Email Campaign,1281,1
PROD_QED9G6,TRANS_Q8JBFT,8,137.79,Sports,42,europe,0.06,1643.96,2020-03-03,2023-03-24,Fall,Evening,Email Campaign,2212,0
PROD_55WXD4,TRANS_QX1JLS,3,38.32,Home,22,south america,0.77,6440.63,2020-12-09,2023-07-06,Summer,Evening,Email Campaign,1931,1
PROD_ZKKCOT,TRANS_E91GUQ,2,104.62,Electronics,88,north america,0.62,8195.04,2020-04-16,2023-05-07,Fall,Morning,Discount,2168,1
PROD_6C02UH,TRANS_53TL2R,5,85.25,Electronics,77,europe,0.79,8171.56,2022-12-06,2023-08-22,Winter,Evening,Email Campaign,1204,1
PROD_1HBZLD,TRANS_4RIVF4,6,112.76,Home,75,south america,0.83,1554.43,2020-02-08,2023-03-22,Summer,Evening,Discount,2236,0
PROD_UVUY1Z,TRANS_WUUBIW,10,198.87,Sports,15,asia,0.0,9119.87,2022-07-07,2023-05-30,Spring,Evening,Discount,1356,1
PROD_YYJP24,TRANS_RG4CL9,18,113.8,Electronics,87,north america,0.34,2527.96,2022-09-14,2023-03-17,Winter,Afternoon,Email Campaign,1287,0
PROD_XVOE84,TRANS_CDL34D,18,177.6,Sports,70,europe,0.7,9745.68,2020-03-11,2023-10-17,Fall,Afternoon,Discount,2204,1
PROD_PCWHSO,TRANS_CF2943,5,126.66,Clothing,53,north america,0.09,2396.9,2022-12-07,2023-04-12,Summer,Morning,Discount,1203,0
PROD_WWEC15,TRANS_O0C08V,15,94.35,Home,54,asia,0.22,8742.24,2022-04-27,2023-10-24,Fall,Morning,Email Campaign,1427,1
PROD_QVPP8S,TRANS_Y124P5,2,178.84,Sports,76,europe,0.67,2127.55,2022-01-22,2023-02-11,Summer,Evening,Loyalty Program,1522,0
PROD_5O5EAF,TRANS_TBAY1M,6,109.23,Clothing,78,asia,0.59,598.08,2021-10-15,2023-10-06,Fall,Afternoon,Email Campaign,1621,0
PROD_S53VSS,TRANS_Y44I9Y,5,85.58,Clothing,35,north america,0.26,4975.59,2021-08-21,2023-02-02,Spring,Evening,Loyalty Program,1676,0
PROD_VPZXXE,TRANS_DAU2US,8,20.18,Home,64,asia,0.95,7181.61,2022-04-05,2023-04-21,Fall,Evening,Discount,1449,1
PROD_QXKY5Q,TRANS_J8QHKR,17,33.25,Home,69,south america,0.93,9610.0,2022-04-20,2023-04-24,Spring,Afternoon,Email Campaign,1434,1
PROD_OHBJRV,TRANS_71UYWO,5,70.6,Sports,53,south america,0.55,3309.96,2022-11-08,2023-05-20,Spring,Evening,Email Campaign,1232,0
PROD_RN725X,TRANS_2521FW,8,30.06,Home,33,north america,0.76,7871.43,2020-09-20,2023-06-13,Fall,Afternoon,Discount,2011,1
PROD_L6LZ4L,TRANS_X0K9OE,4,136.02,Home,45,asia,0.59,7373.16,2022-01-25,2023-12-20,Spring,Morning,Loyalty Program,1519,1
PROD_PB79A4,TRANS_7QDSHH,17,85.32,Electronics,18,asia,0.5,5548.98,2021-01-15,2023-01-15,Winter,Evening,Discount,1894,1
PROD_HR7SNE,TRANS_NRRCJA,17,132.79,Home,16,asia,0.54,7743.07,2021-05-11,2023-07-14,Spring,Morning,Loyalty Program,1778,1
PROD_FYI7W1,TRANS_0SLYOQ,1,47.72,Electronics,49,asia,0.55,9004.08,2021-12-02,2023-01-03,Spring,Evening,Email Campaign,1573,1
PROD_LH9FNP,TRANS_V3AYND,15,63.59,Clothing,73,asia,0.51,907.66,2021-08-11,2023-11-30,Summer,Morning,Email Campaign,1686,0
PROD_9N3XQ1,TRANS_C8XGY9,4,186.35,Sports,77,south america,0.18,8523.0,2021-07-23,2023-03-09,Spring,Afternoon,Email Campaign,1705,1
PROD_IGYWTL,TRANS_F8NPVC,4,102.34,Home,57,south america,0.55,3849.6,2021-05-16,2023-03-17,Summer,Evening,Loyalty Program,1773,0
PROD_GFVIJE,TRANS_7DJJKM,19,195.1,Electronics,11,south america,0.47,2420.77,2021-03-24,2023-06-11,Spring,Evening,Loyalty Program,1826,0
PROD_1666MZ,TRANS_XWTM0P,16,105.39,Sports,38,north america,0.44,5018.97,2021-07-06,2023-12-04,Winter,Evening,Discount,1722,1
PROD_05CCYT,TRANS_C4VSTK,15,193.51,Home,6,europe,0.35,1016.34,2022-11-15,2023-05-20,Fall,Afternoon,Discount,1225,0
PROD_G8V789,TRANS_MRMOIA,19,43.02,Sports,31,asia,0.11,6011.14,2020-05-08,2023-10-18,Summer,Afternoon,Discount,2146,1
PROD_NCD5H9,TRANS_V5Y191,1,60.89,Sports,33,asia,0.68,580.75,2020-04-09,2023-06-27,Fall,Morning,Loyalty Program,2175,0
PROD_FG59YG,TRANS_I6LTI7,4,43.57,Electronics,12,asia,0.67,2478.39,2020-03-23,2023-10-19,Spring,Afternoon,Email Campaign,2192,0
PROD_ZG4N5N,TRANS_K2V70M,3,127.98,Sports,83,north america,0.62,4873.59,2021-08-19,2023-05-18,Spring,Evening,Email Campaign,1678,0
PROD_HLD0OD,TRANS_9PQWIZ,9,31.16,Sports,7,south america,0.8,514.36,2022-09-04,2023-09-17,Spring,Morning,Discount,1297,0
PROD_QFSW98,TRANS_UXKY9F,6,115.35,Electronics,45,asia,0.46,4045.39,2022-01-04,2023-01-17,Summer,Morning,Discount,1540,0
PROD_FRWUE0,TRANS_BSZ8RA,17,188.22,Sports,74,south america,0.02,4921.25,2020-08-20,2023-12-22,Spring,Morning,Discount,2042,0
PROD_O4SPTM,TRANS_G787TA,15,67.63,Clothing,45,north america,0.46,7477.41,2020-11-08,2023-12-06,Summer,Morning,Email Campaign,1962,1
PROD_72TGHV,TRANS_QL2M1O,14,114.47,Electronics,89,europe,0.42,7743.66,2021-10-05,2023-04-23,Summer,Morning,Discount,1631,1
PROD_P5ZSO3,TRANS_OHS4B1,17,134.69,Clothing,16,asia,0.77,6313.51,2020-07-16,2023-12-19,Winter,Afternoon,Discount,2077,1
PROD_41176T,TRANS_HP6PZB,7,138.12,Home,28,north america,0.23,322.15,2021-11-23,2023-09-08,Summer,Morning,Discount,1582,0
PROD_OAEKDX,TRANS_4W7PD4,14,184.75,Sports,80,asia,0.65,4341.12,2020-03-27,2023-11-22,Fall,Afternoon,Discount,2188,0
PROD_8KT8IS,TRANS_TRKOVH,6,27.31,Clothing,9,europe,0.63,7625.11,2020-02-28,2023-08-15,Spring,Evening,Loyalty Program,2216,1
PROD_L74D20,TRANS_N739BE,2,48.95,Home,8,north america,0.35,8442.29,2021-06-23,2023-06-22,Summer,Afternoon,Email Campaign,1735,1
PROD_XAF1JA,TRANS_V1JXDC,13,177.69,Home,39,north america,0.48,2792.21,2021-09-19,2023-03-19,Spring,Afternoon,Email Campaign,1647,0
PROD_H2HO40,TRANS_UM431D,15,131.07,Clothing,69,europe,0.14,5123.32,2021-05-31,2023-03-13,Winter,Afternoon,Email Campaign,1758,1
PROD_5VBOWN,TRANS_1BWEY5,7,45.72,Sports,61,europe,0.42,1220.33,2022-07-19,2023-01-22,Spring,Morning,Email Campaign,1344,0
PROD_B4ZE3X,TRANS_WLIV5N,14,69.88,Home,42,north america,0.8,3954.71,2020-03-03,2023-07-08,Spring,Evening,Email Campaign,2212,0
PROD_MUSWLY,TRANS_0LYT3Y,10,71.21,Home,63,north america,0.95,3797.64,2020-09-05,2023-05-21,Winter,Morning,Discount,2026,0
PROD_LKNHW1,TRANS_VO7WET,16,56.47,Sports,14,asia,0.87,2659.97,2021-05-15,2023-11-21,Summer,Afternoon,Loyalty Program,1774,0
PROD_VTRQZ7,TRANS_OKTGTY,8,140.64,Clothing,84,north america,0.25,8267.01,2020-03-25,2023-06-30,Fall,Evening,Discount,2190,1
PROD_RDGMP4,TRANS_NYOUAX,1,142.85,Electronics,20,north america,0.84,1857.52,2021-12-17,2023-06-09,Fall,Evening,Loyalty Program,1558,0
PROD_E2UMNN,TRANS_VVA6EW,2,134.9,Electronics,19,europe,0.85,931.09,2022-05-19,2023-07-29,Summer,Evening,Email Campaign,1405,0
PROD_HPGUXV,TRANS_G8RF53,18,146.08,Sports,46,north america,0.9,8241.23,2022-11-07,2023-06-01,Summer,Afternoon,Discount,1233,1
PROD_9M6Z56,TRANS_MNSLBQ,2,26.67,Home,14,north america,0.03,290.25,2020-05-14,2023-03-23,Summer,Evening,Discount,2140,0
PROD_4Z0X5T,TRANS_GVWMTO,3,182.36,Home,87,europe,0.47,654.22,2021-09-22,2023-12-29,Fall,Afternoon,Email Campaign,1644,0
PROD_1BAMGZ,TRANS_GDPFTJ,16,135.98,Sports,9,north america,0.4,3657.45,2021-03-20,2023-10-21,Fall,Afternoon,Email Campaign,1830,0
PROD_925MOX,TRANS_D6HQBM,15,92.26,Home,73,south america,0.63,9412.41,2020-09-30,2023-09-01,Fall,Morning,Loyalty Program,2001,1
PROD_PPXR75,TRANS_K1EIW1,7,112.63,Sports,83,europe,0.24,3515.46,2021-07-25,2023-10-04,Fall,Afternoon,Discount,1703,0
PROD_E9BUKE,TRANS_7I9HH5,11,167.62,Sports,27,south america,0.66,7870.59,2021-07-13,2023-03-06,Fall,Evening,Email Campaign,1715,1
PROD_77O7SN,TRANS_KTGWNP,18,23.49,Sports,75,europe,0.53,5657.72,2022-03-07,2023-06-27,Winter,Afternoon,Discount,1478,1
PROD_P4KLX2,TRANS_5YO0U3,13,102.55,Sports,24,north america,0.22,9529.84,2022-12-28,2023-08-28,Winter,Evening,Email Campaign,1182,1
PROD_4I0EIB,TRANS_PQESZ3,13,54.33,Home,44,north america,0.67,5020.47,2020-11-23,2023-12-02,Spring,Afternoon,Loyalty Program,1947,1
PROD_0MP289,TRANS_JRSFHN,5,113.9,Electronics,71,europe,0.99,9330.17,2022-06-29,2023-01-04,Spring,Afternoon,Email Campaign,1364,1
PROD_GDER8J,TRANS_3OVQ0N,2,143.65,Home,16,south america,0.18,6539.98,2022-12-06,2023-01-07,Summer,Afternoon,Discount,1204,1
PROD_K8EZKY,TRANS_SD650C,5,68.89,Clothing,16,asia,0.83,5318.53,2022-03-07,2023-01-22,Spring,Morning,Discount,1478,1
PROD_QQXVT1,TRANS_SOU2PL,1,115.25,Clothing,40,south america,0.48,1956.79,2022-06-13,2023-01-09,Summer,Afternoon,Email Campaign,1380,0
PROD_XOCC3N,TRANS_UO5ZWM,7,184.38,Clothing,88,asia,0.27,5080.03,2020-01-01,2023-05-18,Fall,Afternoon,Discount,2274,1
PROD_WQLWL0,TRANS_9D9YZ4,2,82.68,Home,48,asia,0.71,5760.81,2020-08-08,2023-11-03,Summer,Evening,Email Campaign,2054,1
PROD_1U0LDC,TRANS_RN1657,3,25.96,Sports,61,asia,0.13,9637.22,2021-05-24,2023-01-06,Spring,Morning,Email Campaign,1765,1
PROD_WZCRAJ,TRANS_81XKX0,13,50.59,Home,8,europe,0.41,9496.81,2022-04-20,2023-05-24,Spring,Evening,Loyalty Program,1434,1
PROD_T2SALQ,TRANS_2ZIP3R,13,185.4,Sports,30,south america,0.65,7130.89,2020-11-01,2023-05-21,Fall,Afternoon,Discount,1969,1
PROD_95DWHP,TRANS_UP9U3U,4,87.31,Electronics,47,south america,0.79,4462.84,2021-05-16,2023-01-07,Summer,Morning,Loyalty Program,1773,0
PROD_HAUSZB,TRANS_9QHL1E,16,142.13,Home,86,south america,0.29,1965.18,2022-12-03,2023-06-18,Summer,Afternoon,Loyalty Program,1207,0
PROD_KGSYN3,TRANS_58LW2L,13,121.42,Home,73,asia,0.08,8154.47,2020-02-11,2023-06-06,Winter,Morning,Loyalty Program,2233,1
PROD_KG29W4,TRANS_XT1IFU,3,154.1,Clothing,28,south america,0.54,8550.47,2021-10-01,2023-07-07,Spring,Evening,Discount,1635,1
PROD_4W3MEM,TRANS_LOC8P5,19,30.64,Clothing,34,north america,0.93,7045.87,2022-04-06,2023-03-09,Winter,Evening,Email Campaign,1448,1
PROD_VQ84WN,TRANS_MHYZOB,8,96.32,Home,76,south america,0.05,1319.62,2021-07-04,2023-06-20,Spring,Afternoon,Email Campaign,1724,0
PROD_E8PUEW,TRANS_89NR09,10,69.21,Sports,18,south america,0.91,980.54,2020-12-27,2023-02-15,Summer,Evening,Discount,1913,0
PROD_WR10UR,TRANS_6374SV,4,55.14,Home,14,north america,0.76,9739.66,2020-09-14,2023-04-17,Fall,Afternoon,Loyalty Program,2017,1
PROD_APRHE3,TRANS_MZA8WA,14,82.17,Home,14,europe,0.97,9717.03,2022-04-19,2023-10-07,Summer,Evening,Email Campaign,1435,1
PROD_IUPBRY,TRANS_NBLNER,5,115.84,Home,20,north america,0.34,8577.3,2021-03-04,2023-03-18,Winter,Evening,Email Campaign,1846,1
PROD_URFNGR,TRANS_RXWU89,12,87.28,Home,12,north america,1.0,1966.61,2022-08-04,2023-02-27,Spring,Evening,Discount,1328,0
PROD_NAANM2,TRANS_A47CP1,19,180.59,Clothing,41,south america,0.86,2007.15,2020-11-21,2023-07-18,Summer,Evening,Email Campaign,1949,0
PROD_6V844N,TRANS_F7RLVM,6,187.24,Electronics,17,europe,0.86,1429.85,2021-05-08,2023-02-08,Summer,Afternoon,Loyalty Program,1781,0
PROD_VLE3H4,TRANS_RI9T0S,14,123.65,Electronics,56,asia,0.94,1637.97,2022-10-01,2023-12-12,Fall,Evening,Discount,1270,0
PROD_6M24L4,TRANS_V2C2IY,16,183.66,Home,47,south america,0.84,5252.57,2020-08-12,2023-03-29,Summer,Evening,Discount,2050,1
PROD_NJ2Q0I,TRANS_F37MKS,7,126.64,Home,88,asia,0.95,9297.59,2022-12-21,2023-11-21,Spring,Afternoon,Email Campaign,1189,1
PROD_P60VTU,TRANS_O7SWCR,2,126.08,Sports,18,north america,0.0,1421.84,2022-12-20,2023-05-26,Winter,Morning,Email Campaign,1190,0
PROD_S2F3RJ,TRANS_R0Y79C,1,56.67,Electronics,88,south america,0.55,6776.3,2020-09-25,2023-06-27,Winter,Afternoon,Discount,2006,1
PROD_0Q8GC0,TRANS_DKAVSI,3,53.45,Electronics,69,asia,0.61,1053.11,2022-01-23,2023-08-05,Winter,Morning,Email Campaign,1521,0
PROD_SRHSGZ,TRANS_GFBPF3,8,59.46,Sports,75,north america,0.85,4549.08,2021-07-26,2023-02-13,Winter,Morning,Email Campaign,1702,0
PROD_6QEV9L,TRANS_ZQ238U,7,175.4,Clothing,15,asia,0.53,537.33,2020-10-26,2023-01-25,Winter,Afternoon,Loyalty Program,1975,0
PROD_088MZS,TRANS_LWIWHW,15,145.34,Electronics,14,asia,0.49,7877.52,2022-09-05,2023-07-03,Winter,Evening,Loyalty Program,1296,1
PROD_VBASE2,TRANS_UJSU0S,13,98.68,Sports,22,asia,0.89,4627.0,2020-09-22,2023-06-13,Winter,Morning,Discount,2009,0
PROD_K2AO3D,TRANS_CA8MHX,9,66.54,Sports,9,south america,0.45,6445.26,2021-05-23,2023-03-16,Spring,Afternoon,Loyalty Program,1766,1
PROD_ZT6526,TRANS_LH2F4B,10,124.8,Home,50,asia,0.08,7422.43,2020-12-16,2023-03-01,Summer,Morning,Email Campaign,1924,1
PROD_UTYICT,TRANS_XFTDPI,14,108.26,Home,54,europe,0.22,6081.11,2022-08-10,2023-01-09,Spring,Evening,Email Campaign,1322,1
PROD_2MNPI1,TRANS_9JIFJ1,19,45.84,Electronics,77,north america,0.66,1453.09,2022-07-04,2023-03-14,Spring,Afternoon,Email Campaign,1359,0
PROD_Z3DKAU,TRANS_597ZL9,12,91.15,Home,81,south america,0.28,2502.15,2022-06-24,2023-03-15,Winter,Morning,Discount,1369,0
PROD_141Y5H,TRANS_50UNK0,7,176.82,Sports,77,south america,0.93,5932.17,2022-03-23,2023-11-19,Winter,Morning,Email Campaign,1462,1
PROD_5ES3R3,TRANS_PO88LK,4,94.71,Home,81,europe,0.24,3356.5,2021-01-21,2023-11-23,Summer,Morning,Discount,1888,0
PROD_QKNOB8,TRANS_AJSVN1,18,134.3,Electronics,31,north america,0.58,3816.1,2022-10-03,2023-07-25,Winter,Evening,Loyalty Program,1268,0
PROD_5MQ5WF,TRANS_Z5L1BP,1,160.04,Home,61,asia,0.8,5329.51,2021-06-02,2023-12-21,Summer,Morning,Discount,1756,1
PROD_BCKESO,TRANS_2MLYKU,1,197.81,Electronics,25,asia,0.26,6935.67,2020-04-01,2023-01-27,Summer,Evening,Email Campaign,2183,1
PROD_MFDHWD,TRANS_KBW2WV,2,129.56,Home,55,north america,0.84,1901.43,2022-07-01,2023-01-27,Summer,Evening,Loyalty Program,1362,0
PROD_VB5LYH,TRANS_2XA3DB,9,120.04,Sports,10,north america,0.52,5953.56,2022-12-10,2023-08-26,Fall,Morning,Discount,1200,1
PROD_F5QWO4,TRANS_FT37RZ,17,129.64,Electronics,19,south america,0.02,5571.07,2021-02-23,2023-02-05,Fall,Afternoon,Email Campaign,1855,1
PROD_6UM8KD,TRANS_B44S13,2,67.75,Clothing,50,asia,0.53,4627.96,2022-08-16,2023-09-24,Summer,Morning,Discount,1316,0
PROD_OIOPNS,TRANS_9KCBVV,1,133.04,Sports,68,north america,0.37,9611.06,2021-06-13,2023-05-13,Summer,Afternoon,Email Campaign,1745,1
PROD_FYQU7I,TRANS_CUPTNW,1,186.1,Home,68,north america,0.79,2148.52,2022-03-01,2023-12-29,Winter,Evening,Discount,1484,0
PROD_T89M46,TRANS_2B8KLO,15,118.67,Home,81,europe,0.79,8889.61,2021-12-13,2023-03-10,Winter,Evening,Loyalty Program,1562,1
PROD_LCQ9GG,TRANS_AIK83Y,11,141.87,Sports,75,asia,0.38,7744.6,2020-10-28,2023-09-11,Fall,Afternoon,Email Campaign,1973,1
PROD_6T6C2D,TRANS_V6EA4J,5,182.07,Clothing,11,europe,0.9,3891.21,2022-10-27,2023-07-20,Winter,Morning,Loyalty Program,1244,0
PROD_JC0XHG,TRANS_PQ648F,10,95.28,Home,82,europe,0.25,119.23,2021-03-10,2023-01-05,Spring,Afternoon,Email Campaign,1840,0
PROD_E39R9W,TRANS_DARLL3,10,165.63,Clothing,54,asia,0.66,9111.85,2020-07-12,2023-03-23,Fall,Evening,Discount,2081,1
PROD_OGP95C,TRANS_QA36Q4,12,47.2,Clothing,76,south america,0.67,2772.04,2020-05-13,2023-08-24,Winter,Afternoon,Email Campaign,2141,0
PROD_EEFV9F,TRANS_6K5ZNB,17,195.02,Electronics,74,asia,0.06,7999.59,2021-11-04,2023-02-10,Summer,Evening,Email Campaign,1601,1
PROD_E5ZFPZ,TRANS_7UK34G,2,143.97,Electronics,28,europe,0.8,5393.12,2021-08-23,2023-08-27,Winter,Morning,Discount,1674,1
PROD_3OR1M5,TRANS_X2GHYZ,13,177.29,Electronics,22,europe,0.31,4906.75,2021-05-30,2023-12-11,Fall,Morning,Loyalty Program,1759,0
PROD_JVCM2E,TRANS_VZ39YZ,13,71.56,Home,28,north america,0.91,1923.54,2020-07-20,2023-06-28,Fall,Afternoon,Loyalty Program,2073,0
PROD_ZBZRK1,TRANS_HAMR50,7,46.21,Sports,38,north america,0.37,2329.38,2020-12-08,2023-06-29,Fall,Morning,Email Campaign,1932,0
PROD_O6XP6J,TRANS_OO5JZO,11,145.89,Home,79,north america,0.89,9353.31,2022-03-26,2023-07-05,Fall,Morning,Email Campaign,1459,1
PROD_FQJR1A,TRANS_PCM8S3,19,99.58,Electronics,56,asia,0.04,9666.81,2021-03-15,2023-12-18,Spring,Morning,Discount,1835,1
PROD_UH139T,TRANS_8G0J8P,5,32.25,Clothing,89,europe,0.7,9764.65,2022-05-01,2023-02-17,Summer,Evening,Loyalty Program,1423,1
PROD_LK281V,TRANS_8X46V7,1,43.21,Sports,8,europe,0.58,752.64,2021-06-12,2023-02-23,Spring,Evening,Loyalty Program,1746,0
PROD_540K71,TRANS_HJKWBT,3,82.32,Clothing,80,north america,0.71,8064.3,2022-10-10,2023-04-18,Fall,Afternoon,Email Campaign,1261,1
PROD_B12ARB,TRANS_ZH7H9T,8,88.24,Sports,76,north america,0.91,5586.18,2021-05-20,2023-07-08,Spring,Morning,Loyalty Program,1769,1
PROD_I5FUCV,TRANS_BD6JFL,16,136.17,Home,87,south america,0.19,5875.58,2021-11-18,2023-05-02,Summer,Evening,Loyalty Program,1587,1
PROD_KQRSEU,TRANS_OVG3WO,16,153.79,Clothing,64,south america,0.37,9481.33,2021-03-18,2023-04-13,Winter,Afternoon,Email Campaign,1832,1
PROD_TOWVQL,TRANS_PVGFOQ,13,168.06,Home,34,north america,0.84,9024.16,2022-02-25,2023-04-27,Winter,Evening,Email Campaign,1488,1
PROD_LTA1H6,TRANS_RPX1S9,3,153.04,Clothing,63,north america,0.22,4692.32,2022-02-08,2023-05-24,Summer,Evening,Loyalty Program,1505,0
PROD_Q9OYHQ,TRANS_HKNB8V,14,181.69,Sports,65,north america,0.51,2458.5,2022-10-19,2023-06-09,Winter,Evening,Email Campaign,1252,0
PROD_RHZ0OZ,TRANS_5NF8IM,18,140.38,Electronics,71,asia,0.55,754.84,2020-11-28,2023-02-18,Fall,Evening,Loyalty Program,1942,0
PROD_92OYOB,TRANS_GCVB6O,11,25.53,Home,81,europe,0.84,3696.13,2020-10-25,2023-03-18,Fall,Afternoon,Discount,1976,0
PROD_V70ED9,TRANS_0KIP4F,3,105.04,Electronics,26,north america,0.09,8673.74,2021-04-20,2023-06-18,Spring,Afternoon,Discount,1799,1
PROD_F4CVLO,TRANS_CP8O3D,11,88.06,Home,56,asia,0.08,3238.4,2021-11-24,2023-08-01,Spring,Afternoon,Discount,1581,0
PROD_X4ESSN,TRANS_PVCKST,5,100.03,Sports,85,south america,0.95,7484.1,2021-11-28,2023-11-14,Summer,Afternoon,Loyalty Program,1577,1
PROD_CE8JUC,TRANS_UBNZL3,19,182.28,Clothing,46,asia,0.65,5844.07,2020-07-23,2023-02-01,Winter,Evening,Discount,2070,1
PROD_JM9OSN,TRANS_2UD1Y6,12,36.83,Home,10,asia,0.84,2575.36,2020-10-20,2023-06-09,Winter,Morning,Email Campaign,1981,0
PROD_3OOO2P,TRANS_7PIA3A,2,124.71,Home,45,south america,0.36,5381.1,2020-05-30,2023-08-02,Summer,Morning,Email Campaign,2124,1
PROD_RS2YSC,TRANS_Z5NPIT,12,170.9,Home,14,europe,0.1,9896.49,2021-09-06,2023-10-07,Fall,Afternoon,Discount,1660,1
PROD_WEGB2T,TRANS_VRIB9Z,8,83.74,Sports,69,europe,0.28,8766.07,2020-12-11,2023-01-29,Fall,Afternoon,Discount,1929,1
PROD_L8RRCO,TRANS_EU447T,12,149.53,Electronics,87,asia,0.87,6022.08,2021-08-20,2023-05-07,Spring,Morning,Email Campaign,1677,1
PROD_H7WJPD,TRANS_SJEXNY,1,66.84,Sports,61,europe,0.08,1017.71,2022-12-12,2023-03-26,Winter,Afternoon,Loyalty Program,1198,0
PROD_IWN72Q,TRANS_04ARN5,11,129.49,Electronics,77,south america,0.84,5070.09,2022-05-24,2023-06-27,Spring,Afternoon,Loyalty Program,1400,1
PROD_ZH5861,TRANS_U29F5W,8,137.02,Sports,26,europe,0.71,2096.27,2021-04-04,2023-12-21,Fall,Morning,Email Campaign,1815,0
PROD_0ZFL7Z,TRANS_CHY7E4,3,29.69,Electronics,12,europe,0.61,7295.2,2021-05-28,2023-06-13,Summer,Morning,Discount,1761,1
PROD_9SN4RL,TRANS_RQ3UQE,5,96.25,Sports,17,south america,0.01,8793.12,2020-05-01,2023-06-01,Summer,Morning,Discount,2153,1
PROD_WXR9SY,TRANS_FQPTO5,13,114.49,Electronics,81,south america,0.56,9052.24,2022-01-30,2023-07-30,Summer,Afternoon,Loyalty Program,1514,1
PROD_VNLPXB,TRANS_YGHUUW,17,39.53,Sports,56,asia,0.25,4663.41,2022-03-10,2023-10-25,Spring,Evening,Loyalty Program,1475,0
PROD_WQ15E8,TRANS_WY8GBJ,8,64.63,Sports,49,south america,0.8,178.79,2022-11-13,2023-02-21,Fall,Evening,Email Campaign,1227,0
